,tweet_id,user_id,label,tweet_text
241,2.4372552072496742e+17,119035535.0,neutral,youre isle man next thurs ill talking safe house signing books waterstones pm
242,2.5972482297890406e+17,624790220.0,neutral,pbr amp bring jim white lounge october rd pm
243,2.636102340298793e+17,38781991.0,positive,happy halloween starting wicked wednesday listening pink floyd leonard cohen get take boys tonight yay
244,2.6258287552064307e+17,195836839.0,negative,wonder cortese thinking watching st half total wank boruc disgrace complete twat
245,2.638231437040681e+17,377806186.0,negative,austin rivers needs get stronger guards muscling tonight started scored th
246,2.2922889562124288e+17,116079056.0,neutral,july th national milk chocolate day might say milk chocolate star chocolate cont
247,2.6145526027767808e+17,568399773.0,neutral,sunday november th olympus experts hand currys store cambridge
248,2.1239387987653427e+17,175959942.0,positive,happy valentines day lt live brazil otherwise another irritating monday
249,2.4897535491037184e+17,29583575.0,negative,okay watch woman black may terrible night
250,2.6409636108188467e+17,510441175.0,positive,saturday buy ticket belgium im happy
251,2.6143069176450662e+17,274713038.0,positive,goes way fast already year saw avril lavigne concert lt october one best day life
252,2.631711281498153e+17,11096152.0,neutral,harry redknapp set hold talks blackburn job tuesday prepares return management mail
253,2.642524716129321e+17,393771920.0,neutral,go bell game tomorrow ill take littlle whippa
254,2.6394771576600576e+17,122432507.0,neutral,many choices gigs saturday night ibb rugby club one two twmpath
255,2.4895592099702374e+17,16741035.0,neutral,compare diablo iii regardless fair comparison may
256,2.6127998749416653e+17,340742345.0,negative,many continents challenge filmed okay fail nd grade
257,2.6414507421088973e+17,440921948.0,positive,going boys girls club clean tomorrow told us bring boots gloves welcome
258,2.6397315327186534e+17,467855280.0,neutral,last hectic day office b weeks asia st ifeat singapore taiwan hk chinathen wks jet laggets every time
259,2.6365184372758528e+17,197837325.0,positive,david letterman interesting show monday located new york city hurricane
260,2.6407137933328794e+17,407070993.0,neutral,anonymous asked realized watchin friend youtube account uploaded video
261,2.6403983927452877e+17,29458389.0,positive,november birthday month election day weekend san fran naples thanksgiving lots friends amp family yes
262,2.6118615602314445e+17,515983227.0,negative,ive tv times still waiting call itv dancing ice though starting think may famous
263,2.557460353501307e+17,567009037.0,neutral,slap shot nash back injury skates davos rick nash new york rangers returned action switzerland tuesday
264,2.642265542074286e+17,112925754.0,neutral,eleanor fan met louis funny bc probaly wasnt fan like may known wasnt fan
265,2.6350438547523174e+17,146202708.0,positive,hope make sure take care eli manning giants vs pittsburgh sunday
266,2.64041945029034e+17,40975097.0,negative,canceled frankie date supposed tomorrow everyone going rescheduled show south bend
267,2.6301455337641984e+17,191802096.0,neutral,ive got tickets see leonard cohen rosemont il november cant use anyone interested face value
268,2.6404006618637107e+17,489523276.0,positive,come romney may able vote britain completley support good luck
269,1.6726219489818214e+17,321930538.0,positive,wwe interesting next week road dogg returned wwe royal rumble shawn michaels going raw monday
270,2.6155621462483763e+17,367926720.0,neutral,im far stressed finishing essay tomorrow shall minimise play temple run
271,2.633453454073733e+17,439559950.0,neutral,saturday night live jeopardy skits ferrell gt
272,2.5480571229794304e+17,321128818.0,positive,kendrick perkins led league th year row spm scowls per minute literally laughed loud
273,2.6248421667833446e+17,222378487.0,neutral,xi super sunday de gea rafa rio evans evra clevz nani young roo chicha rvp
274,2.6404767898651853e+17,427501529.0,positive,eli manning best th quarter qb game
275,2.6420053886490624e+17,234274491.0,neutral,dont want love like jonny june want love like blake miranda
276,2.638131527712768e+17,19077044.0,negative,lin picks loose ball trucks stuckey unfortunately thats allowed bench th foul pistons reclaim lead
277,2.6113173520975872e+17,274764708.0,negative,sure im going halloween yet sun shine obvious larry bird front runner right
278,2.556968142867292e+17,159068839.0,neutral,cundiff wouldve made field goal sunday couldve eatin free sub subway lunch
279,2.632120852263854e+17,382033254.0,positive,personally dont see grammy playing afl still think hell turn something else best luck may next
280,2.6414313331349504e+17,84660127.0,negative,feel bad boo asia bday event maybe cancelled sunday soooo looking forward
281,2.5660952778335846e+17,101616998.0,neutral,dirty jim close one may started hearing comparisons cundiff town
282,2.6421315564589056e+17,35667504.0,neutral,mid tennessee vs western kentucky game hear theyre gon na play nd annual ogalla nebraska snail chuckin pageant
283,2.6362213785891226e+17,137663720.0,neutral,im going bullet valentine academy glasgow glasgow united kingdom mar
284,2.5426820164131226e+17,559416098.0,neutral,friday soul train firmly parked pri soul show radio cmon perth get requests next hour
285,2.6205269615930982e+17,709958120.0,neutral,people amp power travels egypt see april th activists faring since mohamed morsis election
286,2.615664537303982e+17,278680615.0,neutral,next tuesday ds chocolate day halloween right around corner sure curb candy craving
287,2.6411060573098803e+17,114586489.0,positive,shit yeah thursday russell howards good news celebrity juice
288,2.641816561544356e+17,344213233.0,positive,pretty good thursday night rivers would stop sucking bad qualcomm stadium
289,2.5982530927528346e+17,173908484.0,positive,heart gold twat glass cmon baby cant ya see yesa glass twatbetter known womb view lol
290,2.6425608199851622e+17,20747392.0,positive,im good gambling owned las vegas leaving tomorrow morning weekend dog sitting homework bad week
291,2.590371710911324e+17,17114749.0,neutral,whos google want participate live google hangout animalsense next wed
292,2.6398774546519245e+17,379004709.0,negative,change yesterday make day look hope toward tomorrow anonymous
